"","Insect","Plant_Combinations","Mean_Season1","Mean_Season2","Mean_Season3","StdError_Season1","StdError_Season2","StdError_Season3"
"1","Ladybird","AgerBot",0,0,0,0.00374653716699446,0.00223715954113693,0.00449292913181861
"2","Ladybird","AgerBot",0.25,0.25,0.75,0.00374653716699446,0.00223715954113693,0.00449292913181861
"3","Ladybird","AgerBot",0.25,0.25,0.25,0.00374653716699446,0.00223715954113693,0.00449292913181861
"4","Ladybird","AgerBot",0,0,0.25,0.00374653716699446,0.00223715954113693,0.00449292913181861
"5","Ladybird","Agerwater",0,0,0,0.00374653716699446,0.00223715954113693,0.00449292913181861
"6","Ladybird","Agerwater",0.5,0.25,1,0.00374653716699446,0.00223715954113693,0.00449292913181861
"7","Ladybird","Agerwater",0.5,0.25,0.25,0.00374653716699446,0.00223715954113693,0.00449292913181861
"8","Ladybird","Agerwater",0,0,0.25,0.00374653716699446,0.00223715954113693,0.00449292913181861
"9","Ladybird","Agerattack",0,0.25,0.25,0.00374653716699446,0.00223715954113693,0.00449292913181861
"10","Ladybird","Agerattack",0.25,0,0,0.00374653716699446,0.00223715954113693,0.00449292913181861
"11","Ladybird","Agerattack",0,0,0.75,0.00374653716699446,0.00223715954113693,0.00449292913181861
"12","Ladybird","Agerattack",0,0,0,0.00374653716699446,0.00223715954113693,0.00449292913181861
"13","Ladybird","CymbBot",0.25,0.25,0,0.00374653716699446,0.00223715954113693,0.00449292913181861
"14","Ladybird","CymbBot",0.25,0.25,0,0.00374653716699446,0.00223715954113693,0.00449292913181861
"15","Ladybird","CymbBot",0.25,0.25,0.75,0.00374653716699446,0.00223715954113693,0.00449292913181861
"16","Ladybird","CymbBot",0,0,0.25,0.00374653716699446,0.00223715954113693,0.00449292913181861
"17","Ladybird","Cymbwater",0,0,0.5,0.00374653716699446,0.00223715954113693,0.00449292913181861
"18","Ladybird","Cymbwater",0.5,0.5,0.25,0.00374653716699446,0.00223715954113693,0.00449292913181861
"19","Ladybird","Cymbwater",0.25,0,0,0.00374653716699446,0.00223715954113693,0.00449292913181861
"20","Ladybird","Cymbwater",0,0,0.75,0.00374653716699446,0.00223715954113693,0.00449292913181861
