"","Insect","Plant_Combinations","Mean_Season1","Mean_Season2","Mean_Season3","StdError_Season1","StdError_Season2","StdError_Season3"
"1","DBM","AgerBot",0,0.75,0.5,0.00471998075522637,0.00610947642078075,0.00586204448683772
"2","DBM","AgerBot",0,0.5,0.5,0.00471998075522637,0.00610947642078075,0.00586204448683772
"3","DBM","AgerBot",0,0.5,0.5,0.00471998075522637,0.00610947642078075,0.00586204448683772
"4","DBM","AgerBot",0,0,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"5","DBM","Agerwater",0,0.5,0.5,0.00471998075522637,0.00610947642078075,0.00586204448683772
"6","DBM","Agerwater",0,0.5,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"7","DBM","Agerwater",0,0.25,0.5,0.00471998075522637,0.00610947642078075,0.00586204448683772
"8","DBM","Agerwater",0,0.25,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"9","DBM","Agerattack",0.25,0.25,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"10","DBM","Agerattack",0,0.5,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"11","DBM","Agerattack",0.25,0,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"12","DBM","Agerattack",0.25,0.25,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"13","DBM","CymbBot",0,0.5,0.5,0.00471998075522637,0.00610947642078075,0.00586204448683772
"14","DBM","CymbBot",0.25,0.75,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"15","DBM","CymbBot",0,0.5,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"16","DBM","CymbBot",0,0.25,0.5,0.00471998075522637,0.00610947642078075,0.00586204448683772
"17","DBM","Cymbwater",0,0.75,0.75,0.00471998075522637,0.00610947642078075,0.00586204448683772
"18","DBM","Cymbwater",0.25,0.75,0.75,0.00471998075522637,0.00610947642078075,0.00586204448683772
"19","DBM","Cymbwater",0.25,0.5,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"20","DBM","Cymbwater",0.25,0.25,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"21","DBM","Cymbattack",0,0.25,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"22","DBM","Cymbattack",0.0625,0.25,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"23","DBM","Cymbattack",0,0,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"24","DBM","Cymbattack",0,0,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"25","DBM","LantBot",0.0625,0.75,0.75,0.00471998075522637,0.00610947642078075,0.00586204448683772
"26","DBM","LantBot",0.25,0.5,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"27","DBM","LantBot",0,0.25,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"28","DBM","LantBot",0,0,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"29","DBM","Lantwater",0,0.75,0.75,0.00471998075522637,0.00610947642078075,0.00586204448683772
"30","DBM","Lantwater",0,0.5,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"31","DBM","Lantwater",0.25,0.25,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"32","DBM","Lantwater",0,0,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"33","DBM","Lantattack",0,0.25,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"34","DBM","Lantattack",0,0.25,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"35","DBM","Lantattack",0,0.25,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"36","DBM","Lantattack",0,0,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"37","DBM","TalBot",0,0,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"38","DBM","TalBot",0.25,0,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"39","DBM","TalBot",0,0,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"40","DBM","TalBot",0,0,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"41","DBM","Talwater",0,0.25,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
"42","DBM","Talwater",0,0.25,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"43","DBM","Talwater",0,0,0,0.00471998075522637,0.00610947642078075,0.00586204448683772
"44","DBM","Talwater",0,0.25,0.25,0.00471998075522637,0.00610947642078075,0.00586204448683772
